subj_idx,condition,a,st,sv,t,v
P034,1-back,0.496956945599804,0.1915931928757039,1.8942146475931696,0.153661043379934,0.8103923015444955
P034,2-back,0.5770718971506148,0.2273215704935543,2.212853125996512,0.1464755013215447,0.7175984711243545
P034,3-back,0.5221689534076096,0.202603339769542,1.8287780691468016,0.1562804135799274,0.5661653451467293
P035,0-back,0.5366447157543172,0.1995930534233468,1.8134241761958307,0.1539877778444088,1.0906169911292818
P035,1-back,0.5389573456576099,0.2183002665824837,2.123014180041594,0.1472386051974058,0.0226614242302394
P035,2-back,0.5420545089631315,0.1831247221060053,1.7474378297778337,0.1445905947813988,0.632935990535232
P035,3-back,0.578776390657978,0.1815834341145678,2.468743368327745,0.147430626676738,0.5056823956993906
P036,0-back,0.4963677881765667,0.1755668894209663,2.0877244098632435,0.148505696023461,0.5025942780624457
P036,1-back,0.5391191648473971,0.1716212153207186,1.7730445209916588,0.1418521570494597,-0.4860548077110328
P036,2-back,0.490554550995038,0.221912343991501,2.175690607991946,0.153958601305552,-0.0240666392629309
P036,3-back,0.496969839143722,0.2106117271812507,1.8191510553300687,0.15408652951477,0.218387338372486
P037,0-back,0.6036766378125684,0.1945085348949886,2.0072387244533494,0.1295104768964567,1.071904861140639
P037,1-back,0.4191959268248021,0.2172644933328952,1.722414608807637,0.1606985883611646,0.5533765993452566
P037,2-back,0.5767309150209186,0.1751914265212126,1.942846473270024,0.1426967208865348,0.7653553271484338
P037,3-back,0.5443325144837161,0.2041689408175623,2.230652299794595,0.1521122531571704,1.197018631443535
P038,0-back,0.4388750192541311,0.1965235703389265,1.918469286681224,0.1651165335399943,1.2983700132055005
P038,1-back,0.5954907600569991,0.2052322547411529,1.7957686072661987,0.1455681608354622,0.6297536332222774
P038,2-back,0.5539572076521829,0.2195791545332892,2.036375967662245,0.16251608424859,1.0527314945863395
P038,3-back,0.5308695999468068,0.2149636742741813,2.026439105907972,0.1515291263379273,0.4465323782938445
P039,0-back,0.5095658781639991,0.1982726619314969,1.8442511602207168,0.1586605327451031,1.2721355292273346
P039,1-back,0.5082637268796911,0.1911500014620849,2.1195396450686457,0.1431554312476528,0.3540029687760002
P039,2-back,0.4372824713176087,0.1816168905096109,1.7504485508951684,0.1556153712427006,-0.2980447708093999
P039,3-back,0.5209792187931235,0.1905090149609104,1.9676073713686937,0.1385914052521293,0.5818417272033323
P040,0-back,0.6053810197811345,0.1347300330755868,2.0421404424079443,0.1091091900406498,0.7117489056218115
P040,1-back,0.4388534863248527,0.1904843034655227,1.9567958733138957,0.1664891114874536,0.6815831559257963
P040,2-back,0.5041577209296304,0.2020907556911268,2.0737012311737284,0.1512946146223131,0.4740205006062805
P040,3-back,0.4584282924720418,0.201446039465438,1.7910197906990637,0.1573632370000773,0.4489815562080713
P041,0-back,0.5632226763102182,0.2122348454154631,1.8788338808608365,0.1448852391408291,0.7963604932550078
P041,1-back,0.5754369805350728,0.1799526688895239,1.9494652222358244,0.1439616332161938,0.610765575380064
P041,2-back,0.5635434036325319,0.1770340407375517,2.621279377295239,0.1331121567328612,1.509536944021165
P041,3-back,0.5685237892404502,0.1895880517076068,1.8937268350423944,0.1458745905989402,1.3987415459851398
P042,0-back,0.5948292898465692,0.1572157690188398,2.02216160247364,0.1253243169976488,0.5095708315413021
P042,1-back,0.5261346321517756,0.2136967780988126,1.8874272235082343,0.1564746532855568,0.4971207290825331
P042,2-back,0.56287973640998,0.1908933928554946,1.8570404375539349,0.1460957276409362,0.078832461125129
P042,3-back,0.5197148543632398,0.2142627464458315,1.869032615211866,0.1533123938773324,0.4025442919578855
P043,0-back,0.4782214624253753,0.2171072873413078,1.720941848560727,0.1529288632610119,0.5872363398548109
